Flightno,FlightDepcode,FlightArrcode,PlannedDeptime,PlannedArrtime,prob
GS7502,CSX,URC,1500186000,1500203100,0.022379092385154228
GS7875,XIY,KMG,1500453600,1500461700,0.009924900006961938
GS6580,CSX,HAK,1500629100,1500636000,0.9209811773991979
GS7676,KWL,XIY,1501335300,1501341600,0.03606237944869432
GS7676,KWL,XIY,1501421700,1501428000,0.8550294418025263
CA1871,PEK,XMN,1498950900,1498962000,0.01455115639155739
CA4553,CKG,HGH,1499040900,1499049000,0.015180818381756844
CA4137,CKG,PEK,1499129700,1499139300,0.027208686131214084
CA4335,WXN,CAN,1499482500,1499489700,0.019002539673461744
CA4143,CKG,PEK,1500274800,1500284400,0.02425705472368635
CA1815,PEK,XMN,1500538500,1500549900,0.0742504584086561
CA1825,PEK,CZX,1500629400,1500636900,0.3691961119605399
CA1503,PEK,NKG,1500630000,1500637500,0.13337602867974452
CA1816,XMN,PEK,1501158600,1501169100,0.28405459415751555
EU2709,CTU,JNG,1499126400,1499133900,0.01658478354070118
EU2753,NKG,CSX,1499393700,1499399400,0.03599495499061635
EU2709,JNG,SHE,1499482500,1499489400,0.004575031681555609
EU2257,CTU,SJW,1499922000,1499929800,0.03582233048094906
EU2271,CTU,LHW,1500009300,1500014700,0.02463198159838109
EU2257,SJW,CGQ,1500451200,1500458700,0.028301341823088015
EU2257,SJW,CGQ,1500537600,1500545100,0.23738077486441517
EU2754,CSX,NKG,1500892800,1500898800,0.014216352875055951
EU2258,SJW,CTU,1501336500,1501346100,0.09510343457981815
EU2258,SJW,CTU,1501422900,1501432500,0.01610236708937889
CA4323,CTU,KWL,1498952100,1498958100,0.014203180883476631
CA136V,CSX,PEK,1499040000,1499046600,0.0175643203484006
CA1361,PEK,HAK,1499040900,1499055000,0.027108991897424866
CA1311,PEK,NNG,1499127600,1499140500,0.04522631253068803
CA4190,CGQ,CTU,1499833500,1499848500,0.015859912493379254
CA4197,CTU,PEK,1500008400,1500018300,0.08132643001509293
CA4311,CTU,SZX,1500276600,1500285300,0.03694427455169667
CA1803,PEK,XMN,1500454500,1500465600,0.03848955579966474
CA4375,CTU,SYX,1501067700,1501076700,0.013621096947943005
CZ6995,URC,SHA,1499127600,1499143800,0.022865002356111903
CZ3540,KHN,CAN,1499306100,1499312100,0.022633150676601585
CZ6002,URC,LHW,1499392800,1499401500,0.02005363754850974
CZ6818,HTN,URC,1499482500,1499488500,0.01634993300058511
CZ6885,KHG,URC,1499658300,1499664900,0.004980381281289978
CZ6997,KHG,URC,1499923800,1499930400,0.0045585121772975384
CZ6926,CTU,URC,1500361800,1500375300,0.014155090626816143
CZ6824,YIN,URC,1500454200,1500458100,0.028951935409862996
CZ6867,URC,AKU,1501068900,1501073400,0.007853923947469723
AQ1115,CSX,HAK,1499040900,1499047800,0.018095801042596994
AQ1039,HAK,NKG,1499569800,1499579700,0.025329570098247406
AQ1040,HRB,NKG,1500185400,1500195600,0.01728178892921398
AQ1096,HET,CSX,1500628500,1500637200,0.8713754353805339
AQ1022,HRB,WNZ,1501066800,1501079100,0.008835191717258975
MU2881,NKG,PVG,1498952100,1498955400,0.031433084053216015
MU2781,NKG,YNT,1499040300,1499045400,0.029538352188948867
MU2705,KMG,LJG,1499657400,1499661000,0.0047291938677369305
MU2706,LJG,KMG,1499923800,1499927700,0.07913237942387866
MU2706,LJG,KMG,1500010200,1500014100,0.08150483164094056
MU2754,CSX,NKG,1500187500,1500192900,0.025926456299206917
MU5625,PVG,DLC,1500540000,1500547800,0.05220490813851997
MU2745,CSX,KMG,1500630600,1500637800,0.04306885922176322
MU2830,ZUH,NKG,1501511400,1501519200,0.02038511069964282
GJ8907,HDG,DLC,1499217900,1499223300,0.038888421607412044
GJ8748,TYN,HGH,1499305500,1499313000,0.03278186026080857
GJ8689,XUZ,CGQ,1499658000,1499665800,0.009462045235033285
GJ8867,NGB,WEH,1500537600,1500544200,0.007108352286565318
GJ8784,CGQ,LYG,1500893700,1500901800,0.007965295210418935
GJ8788,XUZ,SZX,1501067700,1501076700,0.027779604997964523
GJ8756,MIG,HGH,1501421100,1501430100,0.06049015161327588
JD5191,HGH,LJG,1498866300,1498879200,0.019864118025202892
JD5688,HGH,HAK,1499042100,1499051700,0.027621249776574246
JD5105,XIY,TXN,1499924700,1499931600,0.00765108624516593
JD5660,DLU,XIY,1500009000,1500017100,0.013726399305525007
JD5105,TXN,XMN,1500539100,1500543600,0.005159204697418168
JD5602,KHN,HET,1500893700,1500902400,0.0369717759566442
JD5204,WNZ,XIY,1500983700,1500993300,0.021531816469341773
JD5706,WUH,HAK,1501510500,1501518900,0.060482692177146434
CZ6931,PEK,URC,1498952400,1498967400,0.015467811580423077
CZ6818,HTN,URC,1499396100,1499402100,0.01634993300058511
CZ6961,INC,XUZ,1499746800,1499754600,0.006710295207995379
CZ6431,URC,HGH,1500892800,1500909600,0.07124706507556881
CZ6802,KHG,URC,1501512900,1501519200,0.027272794034419498
GS7907,TSN,BAV,1499126700,1499133000,0.03606276342409966
GS7821,TSN,DLC,1499217900,1499221800,0.034910233292169496
GS7584,HRB,TSN,1499747400,1499755200,0.010611119831535431
GS6598,NGB,CKG,1500891900,1500900300,0.029150429333181634
GS7578,TSN,URC,1500983700,1500999000,0.16870569558578452
GS7876,KMG,XIY,1501069800,1501077900,0.9474393623412232
9H8326,KHN,XIY,1499218800,1499225700,0.021031013947419033
9H8326,KHN,XIY,1499305200,1499312100,0.018238012995221303
9H8367,XIY,LYG,1500100500,1500108300,0.019398913607711284
9H8339,SJW,SHE,1500628800,1500634800,0.011613796265411534
9H8410,ZUH,HET,1500714600,1500727800,0.14348871960437456
9H8368,DLC,LYG,1501157100,1501161900,0.059204917825880644
9H8340,SHE,SJW,1501243500,1501249500,0.009430007853583434
9H8340,SJW,XIY,1501511700,1501517700,0.030940210713884225
CZ657Y,SWA,PEK,1498865400,1498876500,0.019003758110227136
CZ6572,PEK,SWA,1498866300,1498878300,0.037171691684130044
CZ3851,SWA,SHA,1498952700,1498959900,0.03786706950348812
CZ3796,YIW,CAN,1499040000,1499046600,0.06724879435734098
CZ3859,SWA,CKG,1499127300,1499135700,0.021764341758602274
CZ6588,SHE,YIW,1500184800,1500194100,0.00927480710940831
CZ6704,ZUH,YIW,1500277800,1500285000,0.04753254413200886
CZ6588,YIW,SWA,1500628200,1500633600,0.00910084639582719
CZ3885,YIW,CAN,1500983400,1500990300,0.04374613140615061
CZ6562,KMG,YIW,1501245300,1501255200,0.01568655233343426
CZ3866,CTU,SWA,1501421100,1501431000,0.011447867280756707
MU2701,WUX,TAO,1498865100,1498869600,0.018571421003377716
MU5674,DLC,PVG,1499216700,1499223600,0.024801955548360826
MU2148,HGH,DSN,1499479200,1499488800,0.04161006428936975
MU2797,NKG,ZHA,1500453600,1500462900,0.028545379446807365
MU2797,NKG,ZHA,1500540000,1500549300,0.026721491907039867
MU2788,NKG,DLC,1500807000,1500813900,0.008607122374997401
MU2851,NKG,PEK,1500892200,1500899700,0.05866788364051049
MU2895,XIY,XNN,1500981000,1500986400,0.016403649579071353
MU2778,SJW,NKG,1501158300,1501164300,0.043887307402301484
DR6577,KMG,UYN,1498950900,1498960800,0.013969593961867664
DR6509,KMG,JHG,1499128800,1499132700,0.021191564753427615
DR6508,LUM,KMG,1499482200,1499486100,0.0368100846486589
DR5306,LHW,SHE,1499657700,1499668500,0.005889425015405359
DR6501,KMG,LUM,1499922600,1499925900,0.03311760722497158
DR6502,LUM,KMG,1500101700,1500105300,0.11117099207093264
DR6502,LUM,KMG,1500188100,1500191700,0.08007422958783199
DR6503,KMG,LUM,1500627600,1500631200,0.7394856231626472
DR6504,LUM,KMG,1500806400,1500810000,0.1448445072132026
DR6504,LUM,KMG,1500892800,1500896400,0.11477717304802434
DR6551,LJG,JHG,1500980700,1500984900,0.07640809295523732
EU2273,CTU,LHW,1499922900,1499928300,0.02335867947812934
EU2271,LHW,YZY,1500276900,1500280800,0.02738399987211746
EU2273,LHW,JIC,1500363300,1500366900,0.0249495544584227
EU2272,YZY,LHW,1500629400,1500633000,0.06888883137564526
EU2274,LHW,CTU,1500981600,1500987300,0.026616736117944264
EU2272,LHW,CTU,1501068000,1501073700,0.030507859620637463
CA1457,PEK,GYS,1499303400,1499313300,0.039333800785811696
CA1458,GYS,PEK,1499748000,1499756100,0.05574775613039957
CA1458,GYS,PEK,1499834400,1499842500,0.009243365442273777
MF8031,XMN,SHE,1498953000,1498965000,0.02004171290348849
MF8375,XMN,NNG,1499217000,1499224800,0.029895616002588415
MF8075,NGB,CGQ,1499304900,1499314500,0.03614020460513403
MF8035,NKG,DLC,1499480700,1499486700,0.01291606597737825
MF8036,DLC,NKG,1499835300,1499841300,0.02153387325497814
MF8319,XMN,ZUH,1500099600,1500105300,0.0052946215054551545
MF8154,HGH,XMN,1501511700,1501518000,0.11043640863703802
SC4651,TAO,PEK,1498864500,1498869900,0.02456160647508079
SC4651,TAO,PEK,1498950900,1498956300,0.017026049794586436
SC4652,PEK,TAO,1499219400,1499224500,0.03747251768476296
SC4652,PEK,TAO,1499305800,1499310900,0.03868841164310291
SC8896,MDG,TAO,1499482200,1499490300,0.04142502659072866
SC8841,FOC,ZUH,1500277500,1500283500,0.02090285847715056
SC4615,TAO,INC,1500890700,1500899400,0.08693357906958879
SC4658,PEK,TAO,1501422300,1501427700,0.035507345910006836
MU5401,SHA,CTU,1499040000,1499051700,0.03012463300342053
MU5401,SHA,CTU,1499126400,1499138100,0.017727410059725068
MU5152,PEK,SHA,1499657400,1499665500,0.029070323063452842
MU5313,SHA,CAN,1500453300,1500462300,0.18474762269974893
MU5313,SHA,CAN,1500539700,1500548700,0.04150687586322347
MU5124,PEK,SHA,1501066800,1501074900,0.5638155874334375
MU5316,CAN,SHA,1501245000,1501253400,0.05956631333331185
MU5160,PEK,SHA,1501422000,1501430100,0.9932122826339764
MU2426,DSN,XIY,1498863600,1498869000,0.016974599717355664
MU5224,DSN,XIY,1498863600,1498869000,0.020989068659439437
MU2137,DSN,XIY,1498863600,1498869000,0.015152847433722203
MU2333,XIY,LXA,1499041200,1499052900,0.015283646872125089
MU2313,XIY,XNN,1499126700,1499132100,0.013379539741704825
MU2313,XNN,YUS,1499393700,1499398200,0.03272111899469798
MU2279,XNN,GOQ,1499570700,1499576100,0.0266782752470369
MU2308,GMQ,XNN,1499656800,1499659800,0.06756840520545436
MU2279,XNN,GOQ,1499657100,1499662500,0.039553031723005505
MU2280,GOQ,XNN,1499924100,1499928900,0.021164422133541753
MU2280,GOQ,XNN,1500010500,1500015300,0.02302189396710825
MU2138,FOC,XIY,1500277800,1500288300,0.013010963223090553
MU5544,YNT,PVG,1498865400,1498871100,0.023596835133212507
MU5534,TNA,PVG,1498951200,1498956600,0.01585398235790818
MU5665,SHA,XMN,1499395800,1499402400,0.04316839706947131
MU5574,KOW,PVG,1499748900,1499755200,0.03238124715534407
MU5535,WUS,NNG,1499832600,1499841000,0.02711524036663496
MU5575,CGO,KMG,1500100200,1500110700,0.0660159943028129
MU2381,TAO,HGH,1500453900,1500460500,0.02254006746976365
MU5394,CGO,PVG,1501068900,1501075500,0.026749621549960297
MU5358,SZX,SHA,1501245000,1501253700,0.04452182737330434
MU5582,WEH,SHA,1501334700,1501341300,0.6081186313659693
MU5144,TSN,SHA,1501421100,1501428600,0.028655551789296844
MU5386,YNT,XIY,1501512900,1501521000,0.0730039965301604
GS6621,HET,WUA,1499041200,1499045700,0.017527919866638732
GS6662,AXF,HET,1499394000,1499400000,0.06319303438395964
GS6695,HET,CIF,1499571000,1499575800,0.02119461412972817
GS6685,HET,CIF,1499833800,1499838600,0.023790552884507436
GS7850,CHG,TSN,1500893400,1500898200,0.03832540739505094
MU2317,XIY,JZH,1498863900,1498868700,0.017424691203135063
MU2307,XIY,XNN,1498952700,1498958100,0.011906015028612516
MU2367,XIY,JZH,1499042700,1499048400,0.014465109333783858
MU2318,JZH,XIY,1499216700,1499221500,0.036976950011404136
MU2274,HTT,DNH,1500100200,1500103800,0.05959321740590022
MU2142,CGQ,DSN,1500275700,1500285000,0.009778504474275826
MU2331,NAO,SYX,1500364200,1500373200,0.07052230156703163
MU2172,HAK,LZH,1500806100,1500810900,0.05023295557276284
MU2172,HAK,LZH,1500892500,1500897300,0.048283923302797065
MU2140,SYX,HNY,1501068900,1501076400,0.042329757727322746
MU2270,GOQ,XIY,1501334700,1501342800,0.053806164982879656
GS6585,CKG,KHN,1499480700,1499486700,0.021058601329323096
GS6590,KHN,NNG,1499748600,1499755800,0.03974656755060528
GS6590,KHN,NNG,1499835000,1499842200,0.029472330310799145
GS7569,CKG,HAK,1499922000,1499929500,0.01709600121309139
GS7816,TAO,TSN,1500362700,1500367500,0.009085567006208033
GS7570,HAK,CKG,1500540900,1500548400,0.09146578433668244
GS7578,CGQ,TSN,1500627600,1500633600,0.024930675874177854
GS6586,KHN,CKG,1500805200,1500811800,0.9081064147314072
GS7862,LJG,TSN,1501334700,1501345500,0.017900018861327516
GS7865,TSN,HAK,1501421700,1501435200,0.013156247349510488
ZH9931,SZX,CZX,1498863600,1498872000,0.025986963455291768
ZH9121,SZX,TSN,1498950000,1498961100,0.020078269786329993
ZH9131,SZX,TYN,1499129400,1499140200,0.023504274389201055
ZH9312,HAK,SZX,1499219100,1499223900,0.047043271125801235
ZH9882,HGH,SZX,1499396100,1499404500,0.03634201853438844
ZH9988,NTG,CAN,1499481900,1499490300,0.05494809829328156
ZH9605,SZX,SHE,1500009900,1500024300,0.049019166614759344
ZH9104,PEK,SZX,1500099900,1500113100,0.674276799386166
ZH9104,PEK,SZX,1500186300,1500199500,0.10219378467128191
ZH9874,HGH,SZX,1500275700,1500284100,0.8684638348725591
ZH9123,SZX,TSN,1500362700,1500373500,0.37081221773190426
ZH9427,SZX,CKG,1500804600,1500812700,0.05445959742130609
ZH9933,SZX,CZX,1500982200,1500990900,0.3066608668654244
ZH9110,PEK,SZX,1501419600,1501432200,0.5329714702448819
ZH9937,SZX,KHN,1501420800,1501426800,0.05565924779889065
CA1606,DLC,PEK,1498952700,1498957800,0.013481345349339893
CA1808,FOC,PEK,1499127300,1499137800,0.028056390721415584
CA1128,NZH,PEK,1499218200,1499227200,0.02743718710580533
CA1605,PEK,DLC,1499480400,1499486100,0.032943691141556174
CA1208,XNN,PEK,1499481000,1499489700,0.039962568794991285
GS7465,URC,KJI,1499216400,1499220000,0.03034018394008088
GS7466,KJI,URC,1499395500,1499399700,0.03740664764613533
GS7819,CSX,ZYI,1499569500,1499574300,0.020054271378758395
GS6646,RLK,HET,1499658300,1499662500,0.07576391778331674
GS6466,LPF,KWE,1500628500,1500631500,0.008029725763616425
GS6476,FOC,TEN,1500717000,1500724200,0.03496139668976227
GS6581,HAK,XMN,1501244400,1501251000,0.09621780361819224
GS6556,BHY,HAK,1501333800,1501337100,0.060873711457170826
HU7635,PEK,CSX,1498866000,1498875300,0.044589264146260986
HU770S,PEK,SZX,1498951800,1498964400,0.031245686935967226
HU7207,SZX,PVG,1499041200,1499049600,0.050551986709504025
HU7706,SZX,PEK,1500983100,1500994500,0.025158984690576147
HU7706,SZX,PEK,1501069500,1501080900,0.043800147520216395
HU7248,CTU,PEK,1501245300,1501254900,0.015159720097912402
8L9556,HAK,KMG,1498950000,1498956600,0.030472240459116635
8L9651,KMG,CGO,1499305800,1499315700,0.04001240273324667
8L9574,ZHA,CGO,1499572500,1499582100,0.018161011383128745
8L9568,SHE,CGO,1499745600,1499754900,0.01032922236882687
8L9855,KMG,MIG,1500364200,1500370200,0.05057324762542366
8L9892,DLC,WUH,1500454500,1500463800,0.019691241381420522
8L9727,MIG,TSN,1501067400,1501075500,0.08790324765219576
GS6417,DLC,CGO,1498866600,1498873500,0.0183299696396971
GS7843,CGO,LPF,1499571300,1499579400,0.07056315753818791
GS7529,URC,NLT,1499835300,1499838600,0.04655999016110674
GS7468,KJI,URC,1499924700,1499928900,0.05199369291473116
GS7478,KCA,URC,1500453600,1500457500,0.023753857475042328
GS7507,URC,BPL,1500540600,1500544800,0.03328442791264796
GS7517,URC,AKU,1501336200,1501341000,0.04571636884712656
GS7554,HTN,URC,1501512600,1501518900,0.034806155585743556
ZH9881,SZX,HGH,1498866000,1498873800,0.02439628034018618
ZH9303,SZX,CGO,1499924400,1499934000,0.03591757025068728
ZH9223,XIY,LHW,1500099600,1500104400,0.016182816740135348
ZH9674,HRB,CAN,1500187800,1500203700,0.08917424768762604
ZH9224,LHW,XIY,1500714000,1500718500,0.014726011784448545
ZH9455,CAN,KMG,1500893400,1500903000,0.08137944596800392
ZH9451,CAN,KMG,1501157100,1501166700,0.032109780572376734
3U8679,CKG,LJG,1499127900,1499134500,0.014429507809472135
3U8669,CTU,SJW,1499393400,1499401500,0.020652544473020375
3U8948,TNA,KMG,1499482200,1499493300,0.030729814152985473
3U8107,KMG,CZX,1500185100,1500196200,0.010401750493574734
3U8598,HRB,TYN,1500362700,1500372300,0.09537575651363793
SC4801,XMN,TSN,1498865100,1498875600,0.024323408583980004
SC4779,XMN,CGO,1498950300,1498958400,0.019903794526740296
SC4779,CGO,LHW,1499394000,1499400900,0.0202174043258489
SC4942,PVG,XMN,1499656500,1499663700,0.048389660710658415
SC8752,INC,WUH,1499834100,1499841600,0.024183952429365933
SC4809,KHN,NNG,1499834400,1499841900,0.03521118494820856
SC4910,ZUH,KHN,1500011100,1500016800,0.021455940149773343
SC4933,TNA,WUH,1500100500,1500106800,0.07719295293976294
SC8734,WUH,TAO,1500101400,1500108600,0.05701366079110949
SC4780,CGO,XMN,1500277200,1500285000,0.22724190930727328
SC4943,NKG,AVA,1500537600,1500546600,0.07977257968474229
SC8823,HSN,JJN,1500715800,1500721200,0.03290308703083344
SC4751,KWE,TYN,1501066800,1501075200,0.051362502578278686
SC4720,KMG,CKG,1501511700,1501517400,0.9312515160833208
MU5505,PVG,FOC,1499042700,1499049000,0.04212856938707872
MU5169,XMN,HFE,1499482200,1499488800,0.013282020162254547
MU5436,CTU,HFE,1499570700,1499579700,0.015674275832069876
MU5377,PVG,SYX,1499922000,1499934300,0.10214008933057689
MU5329,HFE,KMG,1500274800,1500284100,0.9743847824943646
MU5467,SYX,PVG,1500629100,1500641100,0.05331660492119837
MU5588,FOC,PVG,1501244700,1501249800,0.4401863356152785
PN6397,NKG,SWA,1499305500,1499313000,0.0557801581668518
PN6394,JHG,KMG,1499481900,1499485500,0.030446614570002396
PN6340,NGB,CSX,1499657400,1499664000,0.07336903090797246
PN6431,HFE,INC,1500451800,1500460200,0.04636716892923057
PN6349,CKG,SJW,1500714900,1500722400,0.010156024632064853
PN6255,CKG,KHN,1501067400,1501073700,0.963259913058889
PN6289,CGO,KWL,1501245000,1501252200,0.012529161571443046
PN6277,CKG,KWL,1501421400,1501426800,0.004987364871863665
MU5497,TAO,KMG,1498950600,1498963800,0.013379122922720643
MU5535,SHA,WUS,1499219700,1499225100,0.02976748006721824
MU5537,HGH,SWA,1499481300,1499488200,0.040227669959459166
MU5508,LHW,TYN,1500011100,1500016800,0.020030689764422637
MU5265,PVG,BHY,1500362700,1500373800,0.10322867320889752
MU5526,YNT,SHA,1500453900,1500460500,0.12527712907446978
MU5385,SHA,CGO,1500539100,1500546300,0.28935603978239594
MU5519,SHA,TAO,1501158600,1501165200,0.08852703146743539
FU6511,FOC,KWE,1498952100,1498960200,0.02138868225089781
FU6512,KWE,FOC,1499570400,1499578200,0.011295888806877742
FU6512,KWE,FOC,1499656800,1499664600,0.007456360914484179
FU6581,FOC,YIH,1499924400,1499931300,0.03897124501774776
FU6620,TSN,NTG,1501067100,1501073400,0.894009650750203
FU6512,KWE,FOC,1501333800,1501341600,0.07097154020822709
FU6620,NTG,FOC,1501421700,1501426800,0.11352202208486643
ZH9927,SZX,JUH,1498865400,1498870800,0.03694669534536768
ZH9747,HRB,YTY,1499041500,1499051400,0.0202024708091607
ZH9261,XIY,JJN,1499570100,1499580600,0.007940004337498084
ZH9507,SZX,SHA,1499657700,1499666400,0.08065800750977689
ZH9913,SZX,TAO,1500099000,1500110100,0.07192641954801049
ZH9512,SHA,SZX,1500540300,1500549600,0.11254072245716887
ZH9634,DLC,SZX,1500892200,1500905100,0.46353090869058244
ZH9124,TSN,SZX,1501069200,1501080900,0.985953563737351
ZH9764,CGO,DLC,1501333500,1501341000,0.026116906657718857
ZH9334,YIH,SZX,1501420800,1501428000,0.052243391356156625
8L9607,CTU,SYX,1499040000,1499049300,0.020065416979741357
8L9607,CTU,SYX,1499126400,1499135700,0.025327461681497986
8L9608,SYX,CTU,1499570700,1499579700,0.028150500565536977
8L9608,SYX,CTU,1499657100,1499666100,0.018863283663247653
8L9609,CTU,HAK,1500714600,1500723000,0.09321381246844486
8L9985,TYN,HET,1501067700,1501071000,0.04301444307843337
8L9986,HET,TYN,1501419600,1501423200,0.030495204937642864
8L9714,TSN,KMG,1501510800,1501523400,0.0331844433351637
MU5640,HRB,HGH,1498864200,1498876200,0.018510002719897407
MU5486,TYN,HGH,1499570700,1499578200,0.9654574862822863
MU9990,TVS,HGH,1499657700,1499664600,0.01005825451352632
MU9927,YNT,YNJ,1500453300,1500460200,0.07415325048683527
MU9973,NGB,NZH,1500629400,1500643800,0.0717309226206226
MU7171,NGB,YZY,1500715800,1500727800,0.11447193313956651
JD5247,SHE,CSX,1498863900,1498875300,0.03369240777567446
JD5247,SHE,CSX,1498950300,1498961700,0.01546287695696314
JD561X,NGB,HAK,1499218200,1499227800,0.033852888921764294
JD5281,LJG,JHG,1499572200,1499576700,0.015251355673944294
JD5281,LJG,JHG,1499658600,1499663100,0.007114361492862907
JD5282,JHG,LJG,1500187800,1500192600,0.01917322142026333
JD5535,SJW,SHE,1500275700,1500281700,0.3466594728113381
JD5120,URC,HET,1501156800,1501167600,0.01008743878124376
JD5612,NGB,HAK,1501511400,1501520100,0.9688185790857927
MU5572,TNA,SHA,1499219700,1499225400,0.02845064042993576
MU5143,SHA,TSN,1499656200,1499664600,0.042673685581297895
MU5511,TAO,MDG,1500009600,1500017400,0.03609976662446532
